"NEW PRICI NG DETA ILS
Region:Western RegionProduct:HSD (in KL)Approved Date:2022-03-01
#StationRSP/KLRSP/L
1Lobesa83514.883.51
2Phuentsholing81400.5681.4
3Rinchending81481.0281.48
4Pasakha81534.6681.53
5Chimakothi82959.5382.96
6Chubachu8341383.41
7Paro Shaba83417.9683.42
8Haa84198.0584.2
9Wangdue Zero Point83604.283.6
10Beychu83827.783.83
11Samtse Checkpost80904.6980.9
12Sipsoo82565.1382.57
13Pagli80963.0380.96
14Gedu82552.2182.55
15Mitsina83514.883.51
16Khuruthang83578.8283.58
17Gasa84973.0184.97
18Dorokha82276.4382.28
19Langdru (Khasadrapchu)83261.0283.26
20Chanzamtok8341383.41
21Gomtu Phuentshopelri80963.0380.96
22Motithang8341383.41
23Lungtenzampa8341383.41
24Olakha8341383.41
25Samtse Town80904.6980.9
26Langlitsawa83827.783.83
27Gomtu80963.0380.96
28Phuentsholing Truck Parking81400.5681.4
29Phuentsholing Dungkhag Office81400.5681.4
30Phuentsholing Near MDP81400.5681.4",,,
"#",Station,RSP/KL,RSP/L
1,Lobesa,83514.8,83.51
2,Phuentsholing,81400.56,81.4
3,Rinchending,81481.02,81.48
4,Pasakha,81534.66,81.53
5,Chimakothi,82959.53,82.96
6,Chubachu,83413,83.41
7,Paro Shaba,83417.96,83.42
8,Haa,84198.05,84.2
9,Wangdue Zero Point,83604.2,83.6
10,Beychu,83827.7,83.83
11,Samtse Checkpost,80904.69,80.9
12,Sipsoo,82565.13,82.57
13,Pagli,80963.03,80.96
14,Gedu,82552.21,82.55
15,Mitsina,83514.8,83.51
16,Khuruthang,83578.82,83.58
17,Gasa,84973.01,84.97
18,Dorokha,82276.43,82.28
19,Langdru (Khasadrapchu),83261.02,83.26
20,Chanzamtok,83413,83.41
21,Gomtu Phuentshopelri,80963.03,80.96
22,Motithang,83413,83.41
23,Lungtenzampa,83413,83.41
24,Olakha,83413,83.41
25,Samtse Town,80904.69,80.9
26,Langlitsawa,83827.7,83.83
27,Gomtu,80963.03,80.96
28,Phuentsholing Truck Parking,81400.56,81.4
29,Phuentsholing Dungkhag Office,81400.56,81.4
30,Phuentsholing Near MDP,81400.56,81.4
