"#",Station,RSP/KL,RSP/L
1,Samdrup Jongkhar,57426.12,57.43
2,Nganglam,57426.12,57.43
3,Wamrong,58895.71,58.9
4,Trashigang,59135.29,59.14
5,Trashiyangtse,60069.29,60.07
6,Mongar,60218.88,60.22
7,Gyelposing,60178.34,60.18
8,Kanglung,59344.72,59.34
9,Pemagatshel,58758.17,58.76
10,Lhuntse,60735.96,60.74
11,Jomotsangkha,58369.04,58.37
12,Autsho,60375.51,60.38
13,Doksum,59421.27,59.42
14,Bhangtar,58196.49,58.2
15,Rangjung,59424.72,59.42
