"NEW PRICI NG DETA ILS
Region:Central RegionProduct:MS (in KL)Approved Date:2022-01-01
#StationRSP/KLRSP/L
1Gelephu Town73676.1573.68
2Sarpang74064.7674.06
3Dagapela75555.2975.56
4Tsirang75100.2875.1
5Zhemgang78240.0578.24
6Trongsa77211.9377.21
7Bumthang77771.7877.77
8Dagana76094.4476.09
9Lhamoizingkha73741.273.74
10Dangdung77230.5277.23
11Panbang75228.6875.23
12Tingtibi75492.9275.49",,,
"#",Station,RSP/KL,RSP/L
1,Gelephu Town,73676.15,73.68
2,Sarpang,74064.76,74.06
3,Dagapela,75555.29,75.56
4,Tsirang,75100.28,75.1
5,Zhemgang,78240.05,78.24
6,Trongsa,77211.93,77.21
7,Bumthang,77771.78,77.77
8,Dagana,76094.44,76.09
9,Lhamoizingkha,73741.2,73.74
10,Dangdung,77230.52,77.23
11,Panbang,75228.68,75.23
12,Tingtibi,75492.92,75.49
