"NEW PRICI NG DETA ILS
Region:Western RegionProduct:SKO (in KL)Approved Date:2021-04-01
#StationRSP/KLRSP/L
1Phuentsholing43832.9340.58
2Rinchending43913.3940.66
3Pasakha43967.0340.72
4Chimakothi45007.1941.76
5Chubachu45486.2342.24
6Paro Shaba45459.4242.21
7Haa46097.7242.85
8Wangdue Zero Point45854.8742.6
9Beychu46078.3742.83
10Samtse Checkpost43595.9340.34
11Sipsoo44954.4941.7
12Pagli43627.5340.38
13Gedu44592.941.34
14Mitsina45765.4742.51
15Khuruthang45838.442.59
16Gasa46903.2943.65
17Dorokha44161.3740.91
18Langdru (Khasadrapchu)44970.8541.72",,,
"#",Station,RSP/KL,RSP/L
1,Phuentsholing,43832.93,40.58
2,Rinchending,43913.39,40.66
3,Pasakha,43967.03,40.72
4,Chimakothi,45007.19,41.76
5,Chubachu,45486.23,42.24
6,Paro Shaba,45459.42,42.21
7,Haa,46097.72,42.85
8,Wangdue Zero Point,45854.87,42.6
9,Beychu,46078.37,42.83
10,Samtse Checkpost,43595.93,40.34
11,Sipsoo,44954.49,41.7
12,Pagli,43627.53,40.38
13,Gedu,44592.9,41.34
14,Mitsina,45765.47,42.51
15,Khuruthang,45838.4,42.59
16,Gasa,46903.29,43.65
17,Dorokha,44161.37,40.91
18,Langdru (Khasadrapchu),44970.85,41.72
