"NEW PRICI NG DETA ILS
Region:Central RegionProduct:HSD (in KL)Approved Date:2021-08-01
#StationRSP/KLRSP/L
1Gelephu Forest Checkpost68653.2368.65
2Sarpang69000.0469
3Dagapela70354.0670.35
4Tsirang69875.3869.88
5Zhemgang70574.4670.57
6Trongsa71542.7171.54
7Bumthang72407.1672.41
8Dagana70848.4970.85
9Lhamoizingkha69660.5369.66
10Dangdung72104.1272.1
11Panbang70205.7670.21
12Tingtibi69838.6469.84",,,
"#",Station,RSP/KL,RSP/L
1,Gelephu Forest Checkpost,68653.23,68.65
2,Sarpang,69000.04,69
3,Dagapela,70354.06,70.35
4,Tsirang,69875.38,69.88
5,Zhemgang,70574.46,70.57
6,Trongsa,71542.71,71.54
7,Bumthang,72407.16,72.41
8,Dagana,70848.49,70.85
9,Lhamoizingkha,69660.53,69.66
10,Dangdung,72104.12,72.1
11,Panbang,70205.76,70.21
12,Tingtibi,69838.64,69.84
