"NEW PRICI NG DETA ILS
Region:Western RegionProduct:MS (in KL)Approved Date:2021-07-01
#StationRSP/KLRSP/L
1Phuentsholing7289272.89
2Rinchending72963.172.96
3Pasakha73026.173.03
4Chimakothi74619.9374.62
5Lungtenzampa74905.1374.91
6Paro Town75081.0875.08
7Haa75923.4575.92
8Bajo Town75175.4475.18
9Beychu75398.9475.4
10Samtse Town72437.6572.44
11Sipsoo74075.4674.08
12Gomtu72497.2572.5
13Gedu74215.6774.22
14Lobesa75065.6975.07
15Khuruthang75146.1575.15
16Gasa76684.9776.68",,,
"#",Station,RSP/KL,RSP/L
1,Phuentsholing,72892,72.89
2,Rinchending,72963.1,72.96
3,Pasakha,73026.1,73.03
4,Chimakothi,74619.93,74.62
5,Lungtenzampa,74905.13,74.91
6,Paro Town,75081.08,75.08
7,Haa,75923.45,75.92
8,Bajo Town,75175.44,75.18
9,Beychu,75398.94,75.4
10,Samtse Town,72437.65,72.44
11,Sipsoo,74075.46,74.08
12,Gomtu,72497.25,72.5
13,Gedu,74215.67,74.22
14,Lobesa,75065.69,75.07
15,Khuruthang,75146.15,75.15
16,Gasa,76684.97,76.68
