"NEW PRICI NG DETA ILS
Region:Eastern RegionProduct:MS (in KL)Approved Date:2021-10-16
#StationRSP/KLRSP/L
1Nganglam76174.0976.17
2Samdrup Jongkhar Gate76564.3476.56
3Nganglam Potonala76174.0976.17
4Wamrong78232.5378.23
5Trashigang78307.4778.31
6Trashiyangtse79394.7879.39
7Mongar79482.8179.48
8Gyelposing79319.1579.32
9Kanglung78654.8978.65
10Pemagatshel78045.2278.05
11Lhuntse79947.7679.95
12Jomotsangkha76564.3476.56
13Autsho79559.0279.56
14Doksum78614.6878.61
15Bhangtar77172.2677.17
16Rangjung78643.6178.64
17Samdrup Jongkhar Upper Town76564.3476.56",,,
"#",Station,RSP/KL,RSP/L
1,Nganglam,76174.09,76.17
2,Samdrup Jongkhar Gate,76564.34,76.56
3,Nganglam Potonala,76174.09,76.17
4,Wamrong,78232.53,78.23
5,Trashigang,78307.47,78.31
6,Trashiyangtse,79394.78,79.39
7,Mongar,79482.81,79.48
8,Gyelposing,79319.15,79.32
9,Kanglung,78654.89,78.65
10,Pemagatshel,78045.22,78.05
11,Lhuntse,79947.76,79.95
12,Jomotsangkha,76564.34,76.56
13,Autsho,79559.02,79.56
14,Doksum,78614.68,78.61
15,Bhangtar,77172.26,77.17
16,Rangjung,78643.61,78.64
17,Samdrup Jongkhar Upper Town,76564.34,76.56
