"NEW PRICI NG DETA ILS
Region:Eastern RegionProduct:MS (in KL)Approved Date:2021-08-16
#StationRSP/KLRSP/L
1Samdrup Jongkhar Gate71736.6671.74
2Nganglam Potonala71346.4171.35
3Wamrong73354.7573.35
4Trashigang73471.2273.47
5Trashiyangtse74519.8674.52
6Mongar74623.4274.62
7Gyelposing74490.8274.49
8Kanglung73783.8373.78
9Pemagatshel7318073.18
10Lhuntse75101.5275.1
11Jomotsangkha71736.6671.74
12Autsho74719.9174.72
13Doksum73773.0873.77
14Bhangtar72344.5872.34
15Rangjung73795.5873.8",,,
"#",Station,RSP/KL,RSP/L
1,Samdrup Jongkhar Gate,71736.66,71.74
2,Nganglam Potonala,71346.41,71.35
3,Wamrong,73354.75,73.35
4,Trashigang,73471.22,73.47
5,Trashiyangtse,74519.86,74.52
6,Mongar,74623.42,74.62
7,Gyelposing,74490.82,74.49
8,Kanglung,73783.83,73.78
9,Pemagatshel,73180,73.18
10,Lhuntse,75101.52,75.1
11,Jomotsangkha,71736.66,71.74
12,Autsho,74719.91,74.72
13,Doksum,73773.08,73.77
14,Bhangtar,72344.58,72.34
15,Rangjung,73795.58,73.8
