"NEW PRICI NG DETA ILS
Region:Eastern RegionProduct:HSD (in KL)Approved Date:2022-02-01
#StationRSP/KLRSP/L
1Samdrup Jongkhar77050.1577.05
2Wamrong78504.6478.5
3Trashigang78756.7378.76
4Trashiyangtse79679.0879.68
5Mongar79833.3579.83
6Gyelposing79802.1779.8
7Kanglung78955.6878.96
8Pemagatshel78370.8878.37
9Lhuntse80354.3980.35
10Jomotsangkha77893.877.89
11Autsho79996.180
12Doksum79041.179.04
13Bhangtar77658.0777.66
14Rangjung79042.6279.04",,,
"#",Station,RSP/KL,RSP/L
1,Samdrup Jongkhar,77050.15,77.05
2,Wamrong,78504.64,78.5
3,Trashigang,78756.73,78.76
4,Trashiyangtse,79679.08,79.68
5,Mongar,79833.35,79.83
6,Gyelposing,79802.17,79.8
7,Kanglung,78955.68,78.96
8,Pemagatshel,78370.88,78.37
9,Lhuntse,80354.39,80.35
10,Jomotsangkha,77893.8,77.89
11,Autsho,79996.1,80
12,Doksum,79041.1,79.04
13,Bhangtar,77658.07,77.66
14,Rangjung,79042.62,79.04
