"NEW PRICI NG DETA ILS
Region:Central RegionProduct:MS (in KL)Approved Date:2021-10-01
#StationRSP/KLRSP/L
1Gelephu Forest Checkpost71981.1271.98
2Sarpang72366.7472.37
3Dagapela73847.5173.85
4Tsirang73390.8173.39
5Zhemgang74114.8674.11
6Trongsa75072.2675.07
7Bumthang76052.3376.05
8Dagana74383.4774.38
9Lhamoizingkha72991.1472.99
10Dangdung75528.0975.53
11Panbang73533.6573.53
12Tingtibi73217.2873.22
13Gelephu Gate71981.1271.98
14Gelephu Town71981.1271.98",,,
"#",Station,RSP/KL,RSP/L
1,Gelephu Forest Checkpost,71981.12,71.98
2,Sarpang,72366.74,72.37
3,Dagapela,73847.51,73.85
4,Tsirang,73390.81,73.39
5,Zhemgang,74114.86,74.11
6,Trongsa,75072.26,75.07
7,Bumthang,76052.33,76.05
8,Dagana,74383.47,74.38
9,Lhamoizingkha,72991.14,72.99
10,Dangdung,75528.09,75.53
11,Panbang,73533.65,73.53
12,Tingtibi,73217.28,73.22
13,Gelephu Gate,71981.12,71.98
14,Gelephu Town,71981.12,71.98
