"#",Station,RSP/KL,RSP/L
1,Phuentsholing,61284.89,61.28
2,Rinchending,61365.35,61.37
3,Pasakha,61418.99,61.42
4,Chimakothi,62667.59,62.67
5,Chubachu,63132.78,63.13
6,Paro Shaba,63123.18,63.12
7,Haa,63838.3,63.84
8,Wangdue Zero Point,63405.28,63.41
9,Beychu,63628.78,63.63
10,Samtse Checkpost,61713.72,61.71
11,Sipsoo,62429.75,62.43
12,Pagli,61546.04,61.55
13,Gedu,62257.08,62.26
14,Mitsina,63315.88,63.32
15,Khuruthang,63383.98,63.38
16,Gasa,64627.29,64.63
