"NEW PRICI NG DETA ILS
Region:Central RegionProduct:MS (in KL)Approved Date:2021-11-01
#StationRSP/KLRSP/L
1Gelephu Town80497.7180.5
2Sarpang80898.3480.9
3Dagapela82428.1382.43
4Tsirang81979.9381.98
5Zhemgang85127.4485.13
6Trongsa84095.9684.1
7Bumthang84691.6284.69
8Dagana82980.1582.98
9Lhamoizingkha84994.0484.99
10Dangdung84081.8484.08
11Panbang82050.2482.05
12Tingtibi82330.282.33",,,
"#",Station,RSP/KL,RSP/L
1,Gelephu Town,80497.71,80.5
2,Sarpang,80898.34,80.9
3,Dagapela,82428.13,82.43
4,Tsirang,81979.93,81.98
5,Zhemgang,85127.44,85.13
6,Trongsa,84095.96,84.1
7,Bumthang,84691.62,84.69
8,Dagana,82980.15,82.98
9,Lhamoizingkha,84994.04,84.99
10,Dangdung,84081.84,84.08
11,Panbang,82050.24,82.05
12,Tingtibi,82330.2,82.33
