"NEW PRICI NG DETA ILS
Region:Central RegionProduct:HSD (in KL)Approved Date:2021-04-17
#StationRSP/KLRSP/L
1Gelephu Forest Checkpost60737.0860.74
2Sarpang61073.961.07
3Dagapela62395.362.4
4Tsirang61910.9661.91
5Zhemgang62603.6162.6
6Trongsa63574.6663.57
7Bumthang64409.3564.41
8Dagana62879.0462.88
9Lhamoizingkha61743.6861.74
10Dangdung64163.2464.16
11Panbang62289.6162.29
12Tingtibi61909.4261.91",,,
"#",Station,RSP/KL,RSP/L
1,Gelephu Forest Checkpost,60737.08,60.74
2,Sarpang,61073.9,61.07
3,Dagapela,62395.3,62.4
4,Tsirang,61910.96,61.91
5,Zhemgang,62603.61,62.6
6,Trongsa,63574.66,63.57
7,Bumthang,64409.35,64.41
8,Dagana,62879.04,62.88
9,Lhamoizingkha,61743.68,61.74
10,Dangdung,64163.24,64.16
11,Panbang,62289.61,62.29
12,Tingtibi,61909.42,61.91
