"NEW PRICI NG DETA ILS
Region:Central RegionProduct:HSD (in KL)Approved Date:2021-05-16
#StationRSP/KLRSP/L
1Gelephu Forest Checkpost64617.2164.62
2Sarpang64958.9364.96
3Dagapela66296.3166.3
4Tsirang65814.7565.81
5Zhemgang66510.5566.51
6Trongsa67480.2367.48
7Bumthang68329.568.33
8Dagana66785.366.79
9Lhamoizingkha65624.1665.62
10Dangdung68055.4968.06
11Panbang66169.7466.17
12Tingtibi65795.9665.8",,,
"#",Station,RSP/KL,RSP/L
1,Gelephu Forest Checkpost,64617.21,64.62
2,Sarpang,64958.93,64.96
3,Dagapela,66296.31,66.3
4,Tsirang,65814.75,65.81
5,Zhemgang,66510.55,66.51
6,Trongsa,67480.23,67.48
7,Bumthang,68329.5,68.33
8,Dagana,66785.3,66.79
9,Lhamoizingkha,65624.16,65.62
10,Dangdung,68055.49,68.06
11,Panbang,66169.74,66.17
12,Tingtibi,65795.96,65.8
