"NEW PRICI NG DETA ILS
Region:Central RegionProduct:HSD (in KL)Approved Date:2022-01-01
#StationRSP/KLRSP/L
1Gelephu Forest Checkpost68154.2268.15
2Sarpang68500.468.5
3Dagapela69852.3669.85
4Tsirang69373.3269.37
5Zhemgang7007270.07
6Trongsa71040.4371.04
7Bumthang7190371.9
8Dagana70346.1270.35
9Lhamoizingkha69161.4869.16
10Dangdung71603.5571.6
11Panbang69706.7569.71
12Tingtibi69338.869.34
13Gelephu Gate68154.2268.15
14Gelephu Town68154.2268.15",,,
"#",Station,RSP/KL,RSP/L
1,Gelephu Forest Checkpost,68154.22,68.15
2,Sarpang,68500.4,68.5
3,Dagapela,69852.36,69.85
4,Tsirang,69373.32,69.37
5,Zhemgang,70072,70.07
6,Trongsa,71040.43,71.04
7,Bumthang,71903,71.9
8,Dagana,70346.12,70.35
9,Lhamoizingkha,69161.48,69.16
10,Dangdung,71603.55,71.6
11,Panbang,69706.75,69.71
12,Tingtibi,69338.8,69.34
13,Gelephu Gate,68154.22,68.15
14,Gelephu Town,68154.22,68.15
