"NEW PRICI NG DETA ILS
Region:Central RegionProduct:MS (in KL)Approved Date:2021-11-16
#StationRSP/KLRSP/L
1Gelephu Forest Checkpost77223.7977.22
2Sarpang77618.6577.62
3Dagapela79129.679.13
4Tsirang78678.1378.68
5Zhemgang79408.1379.41
6Trongsa80362.9480.36
7Bumthang81370.5381.37
8Dagana79675.4479.68
9Lhamoizingkha78234.4578.23
10Dangdung80793.6380.79
11Panbang78776.3278.78
12Tingtibi78472.0378.47
13Gelephu Gate77223.7977.22
14Gelephu Town77223.7977.22",,,
"#",Station,RSP/KL,RSP/L
1,Gelephu Forest Checkpost,77223.79,77.22
2,Sarpang,77618.65,77.62
3,Dagapela,79129.6,79.13
4,Tsirang,78678.13,78.68
5,Zhemgang,79408.13,79.41
6,Trongsa,80362.94,80.36
7,Bumthang,81370.53,81.37
8,Dagana,79675.44,79.68
9,Lhamoizingkha,78234.45,78.23
10,Dangdung,80793.63,80.79
11,Panbang,78776.32,78.78
12,Tingtibi,78472.03,78.47
13,Gelephu Gate,77223.79,77.22
14,Gelephu Town,77223.79,77.22
