"#",Station,RSP/KL,RSP/L
1,Phuentsholing,54172.41,54.17
2,Rinchending,54252.87,54.25
3,Pasakha,54306.51,54.31
4,Chimakothi,55492.78,55.49
5,Lungtenzampa,55962.11,55.96
6,Paro Town,55947.37,55.95
7,Haa,56639.52,56.64
8,Bajo Town,56263.36,56.26
9,Beychu,56486.86,56.49
10,Samtse Town,54072.57,54.07
11,Sipsoo,55310.31,55.31
12,Gomtu,54032.18,54.03
13,Gedu,55081.14,55.08
14,Lobesa,56163.05,56.16
15,Khuruthang,56243.51,56.24
16,Gasa,57433.47,57.43
