"NEW PRICI NG DETA ILS
Region:Western RegionProduct:HSD (in KL)Approved Date:2021-09-01
#StationRSP/KLRSP/L
1Phuentsholing68140.0968.14
2Rinchending68220.5568.22
3Pasakha68274.1968.27
4Chimakothi69582.8669.58
5Lungtenzampa70044.0570.04
6Paro Town70039.4270.04
7Haa70776.6870.78
8Bajo Town70288.8570.29
9Beychu70512.3570.51
10Samtse Town67686.8667.69
11Sipsoo69291.6769.29
12Gomtu67746.3167.75
13Gedu69173.4469.17
14Khuruthang70266.1670.27
15Gasa71560.8971.56
16Motithang70044.0570.04
17Olakha70044.0570.04
18Paro NIE Bridge70039.4270.04
19Langlitsawa70512.3570.51
20Wangdue Zero Point70288.8570.29
21Phuentsholing Main gate68140.0968.14",,,
"#",Station,RSP/KL,RSP/L
1,Phuentsholing,68140.09,68.14
2,Rinchending,68220.55,68.22
3,Pasakha,68274.19,68.27
4,Chimakothi,69582.86,69.58
5,Lungtenzampa,70044.05,70.04
6,Paro Town,70039.42,70.04
7,Haa,70776.68,70.78
8,Bajo Town,70288.85,70.29
9,Beychu,70512.35,70.51
10,Samtse Town,67686.86,67.69
11,Sipsoo,69291.67,69.29
12,Gomtu,67746.31,67.75
13,Gedu,69173.44,69.17
14,Khuruthang,70266.16,70.27
15,Gasa,71560.89,71.56
16,Motithang,70044.05,70.04
17,Olakha,70044.05,70.04
18,Paro NIE Bridge,70039.42,70.04
19,Langlitsawa,70512.35,70.51
20,Wangdue Zero Point,70288.85,70.29
21,Phuentsholing Main gate,68140.09,68.14
