"NEW PRICI NG DETA ILS
Region:Central RegionProduct:MS (in KL)Approved Date:2022-03-16
#StationRSP/KLRSP/L
1Gelephu Town93468.593.47
2Sarpang93891.9993.89
3Dagapela95496.4395.5
4Tsirang95061.1895.06
5Zhemgang95548.8995.55
6Trongsa96495.796.5
7Bumthang97588.5897.59
8Dagana96055.0296.06
9Lhamoizingkha93807.0393.81
10Dangdung95230.3895.23
11Panbang94916.7894.92
12Tingtibi94530.6894.53",,,
"#",Station,RSP/KL,RSP/L
1,Gelephu Town,93468.5,93.47
2,Sarpang,93891.99,93.89
3,Dagapela,95496.43,95.5
4,Tsirang,95061.18,95.06
5,Zhemgang,95548.89,95.55
6,Trongsa,96495.7,96.5
7,Bumthang,97588.58,97.59
8,Dagana,96055.02,96.06
9,Lhamoizingkha,93807.03,93.81
10,Dangdung,95230.38,95.23
11,Panbang,94916.78,94.92
12,Tingtibi,94530.68,94.53
