"#",Station,RSP/KL,RSP/L
1,Gelephu Town,48838.37,48.84
2,Sarpang,48899.48,48.9
3,Dagapela,50432.54,50.43
4,Tsirang,49939.69,49.94
5,Zhemgang,53036.49,53.04
6,Trongsa,52027.05,52.03
7,Bumthang,52387.89,52.39
8,Dagana,50900.22,50.9
9,Lhamoizingkha,52072.16,52.07
10,Dangdung,52227.36,52.23
11,Panbang,50390.9,50.39
12,Tingtibi,50567.78,50.57
