"#",Station,RSP/KL,RSP/L
1,Gelephu Town,47956.84,47.96
2,Sarpang,48016.84,48.02
3,Dagapela,49546.26,49.55
4,Tsirang,49052.79,49.05
5,Zhemgang,52148.86,52.15
6,Trongsa,51139.74,51.14
7,Bumthang,51497.27,51.5
8,Dagana,50012.75,50.01
9,Lhamoizingkha,51276.94,51.28
10,Dangdung,51343.08,51.34
11,Panbang,49509.37,49.51
12,Tingtibi,49684.8,49.68
