"#",Station,RSP/KL,RSP/L
1,Samdrup Jongkhar Gate,57353.65,57.35
2,Nganglam Potonala,57347.17,57.35
3,Wamrong,58661.79,58.66
4,Trashigang,59035.21,59.04
5,Trashiyangtse,59844.57,59.84
6,Mongar,60044.21,60.04
7,Gyelposing,60103.76,60.1
8,Kanglung,59132.47,59.13
9,Pemagatshel,58564.71,58.56
10,Lhuntse,60603.66,60.6
11,Jomotsangkha,57353.65,57.35
12,Autsho,60266.22,60.27
13,Doksum,59303.93,59.3
14,Bhangtar,57961.57,57.96
15,Rangjung,59286.67,59.29
