"#",Station,RSP/KL,RSP/L
1,Samdrup Jongkhar Gate,32644.73,32.64
2,Nganglam Potonala,33083.24,33.08
3,Wamrong,33769.27,33.77
4,Trashigang,34294.89,34.29
5,Trashiyangtse,34962.52,34.96
6,Mongar,35219.07,35.22
7,Gyelposing,35392.44,35.39
8,Kanglung,34264.59,34.26
9,Pemagatshel,33718.2,33.72
10,Lhuntse,35826.71,35.83
11,Jomotsangkha,32644.73,32.64
12,Autsho,35515.44,35.52
13,Doksum,34543.99,34.54
14,Bhangtar,33229.04,33.23
15,Rangjung,34503.18,34.5
