"NEW PRICI NG DETA ILS
Region:Western RegionProduct:MS (in KL)Approved Date:2021-09-16
#StationRSP/KLRSP/L
1Ramtokto75304.8775.3",,,
"#",Station,RSP/KL,RSP/L
1,Ramtokto,75304.87,75.3
