"#",Station,RSP/KL,RSP/L
1,Phuentsholing,55391.94,55.39
2,Rinchending,55463.04,55.46
3,Pasakha,55526.04,55.53
4,Chimakothi,56905.7,56.91
5,Lungtenzampa,57205.14,57.21
6,Paro Town,57363.41,57.36
7,Haa,58126.84,58.13
8,Bajo Town,57574.23,57.57
9,Beychu,57797.73,57.8
10,Samtse Town,54952.22,54.95
11,Sipsoo,56551.46,56.55
12,Gomtu,55009.57,55.01
13,Gedu,56497.57,56.5
14,Lobesa,57469.44,57.47
15,Khuruthang,57549.9,57.55
16,Gasa,58905.4,58.91
