"#",Station,RSP/KL,RSP/L
1,Gelephu Forest Checkpost,52901.28,52.9
2,Sarpang,53228.21,53.23
3,Dagapela,54517.32,54.52
4,Tsirang,54027.38,54.03
5,Zhemgang,54713.67,54.71
6,Trongsa,55687.48,55.69
7,Bumthang,56492.72,56.49
8,Dagana,54990.48,54.99
9,Lhamoizingkha,53907.19,53.91
10,Dangdung,56302.97,56.3
11,Panbang,54453.81,54.45
12,Tingtibi,54060.69,54.06
