"NEW PRICI NG DETA ILS
Region:Western RegionProduct:MS (in KL)Approved Date:2021-05-16
#StationRSP/KLRSP/L
1Ramtokto71408.5171.41",,,
"#",Station,RSP/KL,RSP/L
1,Ramtokto,71408.51,71.41
