"NEW PRICI NG DETA ILS
Region:Western RegionProduct:HSD (in KL)Approved Date:2022-02-16
#StationRSP/KLRSP/L
1Phuentsholing79201.6279.2
2Rinchending79282.0879.28
3Pasakha79335.7279.34
4Chimakothi80741.3280.74
5Lungtenzampa81196.0781.2
6Paro Town81199.4481.2
7Haa81972.4381.97
8Bajo Town81396.1681.4
9Beychu81619.6681.62
10Samtse Town78705.7578.71
11Sipsoo80364.0380.36
12Gomtu78764.178.76
13Gedu80333.6580.33
14Khuruthang81371.2381.37
15Gasa82748.9282.75
16Motithang81196.0781.2
17Olakha81196.0781.2
18Paro NIE Bridge81199.4481.2
19Langlitsawa81619.6681.62
20Wangdue Zero Point81396.1681.4
21Phuentsholing Main gate79201.6279.2",,,
"#",Station,RSP/KL,RSP/L
1,Phuentsholing,79201.62,79.2
2,Rinchending,79282.08,79.28
3,Pasakha,79335.72,79.34
4,Chimakothi,80741.32,80.74
5,Lungtenzampa,81196.07,81.2
6,Paro Town,81199.44,81.2
7,Haa,81972.43,81.97
8,Bajo Town,81396.16,81.4
9,Beychu,81619.66,81.62
10,Samtse Town,78705.75,78.71
11,Sipsoo,80364.03,80.36
12,Gomtu,78764.1,78.76
13,Gedu,80333.65,80.33
14,Khuruthang,81371.23,81.37
15,Gasa,82748.92,82.75
16,Motithang,81196.07,81.2
17,Olakha,81196.07,81.2
18,Paro NIE Bridge,81199.44,81.2
19,Langlitsawa,81619.66,81.62
20,Wangdue Zero Point,81396.16,81.4
21,Phuentsholing Main gate,79201.62,79.2
