"#",Station,RSP/KL,RSP/L
1,Gelephu Town,54939.29,54.94
2,Sarpang,55034.18,55.03
3,Dagapela,56677.57,56.68
4,Tsirang,56203.86,56.2
5,Zhemgang,59322.38,59.32
6,Trongsa,58303.5,58.3
7,Bumthang,58764.98,58.76
8,Dagana,57181.39,57.18
9,Lhamoizingkha,59095.02,59.1
10,Dangdung,58411.91,58.41
11,Panbang,56491.82,56.49
12,Tingtibi,56712.88,56.71
