"#",Station,RSP/KL,RSP/L
1,Phuentsholing,57888.23,57.89
2,Rinchending,57959.33,57.96
3,Pasakha,58022.33,58.02
4,Chimakothi,59432.54,59.43
5,Lungtenzampa,59729.95,59.73
6,Paro Town,59890.74,59.89
7,Haa,60665.43,60.67
8,Bajo Town,60084.95,60.08
9,Beychu,60308.45,60.31
10,Samtse Town,57448.49,57.45
11,Sipsoo,59051.16,59.05
12,Gomtu,57505.85,57.51
13,Gedu,59024.96,59.02
14,Lobesa,59979.45,59.98
15,Khuruthang,60059.91,60.06
16,Gasa,61441.56,61.44
