"NEW PRICI NG DETA ILS
Region:Western RegionProduct:MS (in KL)Approved Date:2022-03-16
#StationRSP/KLRSP/L
1Lobesa95125.4995.13
2Phuentsholing92816.2992.82
3Rinchending92896.7592.9
4Pasakha92950.3992.95
5Chimakothi94788.0594.79
6Chubachu95214.0895.21
7Paro Shaba95253.1395.25
8Haa96185.3796.19
9Wangdue Zero Point95214.8995.21
10Beychu95527.7995.53
11Samtse Checkpost92319.2192.32
12Sipsoo94050.3294.05
13Pagli92377.6892.38
14Gedu94388.2194.39
15Mitsina95125.4995.13
16Khuruthang95179.9595.18
17Gasa96927.4996.93
18Dorokha93818.193.82
19Langdru (Khasadrapchu)95062.195.06
20Chanzamtok95214.0895.21
21Gomtu Phuentshopelri92377.6892.38
22Motithang95214.0895.21
23Lungtenzampa95214.0895.21
24Olakha95214.0895.21
25Samtse Town92319.2192.32
26Langlitsawa95483.0995.48
27Gomtu92377.6892.38
28Phuentsholing Truck Parking92816.2992.82
29Phuentsholing Dungkhag Office92816.2992.82
30Phuentsholing Near MDP92816.2992.82",,,
"#",Station,RSP/KL,RSP/L
1,Lobesa,95125.49,95.13
2,Phuentsholing,92816.29,92.82
3,Rinchending,92896.75,92.9
4,Pasakha,92950.39,92.95
5,Chimakothi,94788.05,94.79
6,Chubachu,95214.08,95.21
7,Paro Shaba,95253.13,95.25
8,Haa,96185.37,96.19
9,Wangdue Zero Point,95214.89,95.21
10,Beychu,95527.79,95.53
11,Samtse Checkpost,92319.21,92.32
12,Sipsoo,94050.32,94.05
13,Pagli,92377.68,92.38
14,Gedu,94388.21,94.39
15,Mitsina,95125.49,95.13
16,Khuruthang,95179.95,95.18
17,Gasa,96927.49,96.93
18,Dorokha,93818.1,93.82
19,Langdru (Khasadrapchu),95062.1,95.06
20,Chanzamtok,95214.08,95.21
21,Gomtu Phuentshopelri,92377.68,92.38
22,Motithang,95214.08,95.21
23,Lungtenzampa,95214.08,95.21
24,Olakha,95214.08,95.21
25,Samtse Town,92319.21,92.32
26,Langlitsawa,95483.09,95.48
27,Gomtu,92377.68,92.38
28,Phuentsholing Truck Parking,92816.29,92.82
29,Phuentsholing Dungkhag Office,92816.29,92.82
30,Phuentsholing Near MDP,92816.29,92.82
