"NEW PRICI NG DETA ILS
Region:Western RegionProduct:MS (in KL)Approved Date:2021-09-01
#StationRSP/KLRSP/L
1Ramtokto74926.8974.93",,,
"#",Station,RSP/KL,RSP/L
1,Ramtokto,74926.89,74.93
