"#",Station,RSP/KL,RSP/L
1,Samdrup Jongkhar Gate,55582.19,55.58
2,Nganglam Potonala,56021.78,56.02
3,Wamrong,57032.65,57.03
4,Trashigang,57288.08,57.29
5,Trashiyangtse,58207.31,58.21
6,Mongar,58362.84,58.36
7,Gyelposing,58334.16,58.33
8,Kanglung,57484.23,57.48
9,Pemagatshel,56899.9,56.9
10,Lhuntse,58884.94,58.88
11,Jomotsangkha,55582.19,55.58
12,Autsho,58527.22,58.53
13,Doksum,57572.02,57.57
14,Bhangtar,56347.24,56.35
15,Rangjung,57573.02,57.57
