"#",Station,RSP/KL,RSP/L
1,Samdrup Jongkhar Gate,59316.13,59.32
2,Nganglam Potonala,59309.66,59.31
3,Wamrong,60638.85,60.64
4,Trashigang,61000.18,61
5,Trashiyangtse,61820.8,61.82
6,Mongar,62015.92,62.02
7,Gyelposing,62066.43,62.07
8,Kanglung,61107.57,61.11
9,Pemagatshel,60538.11,60.54
10,Lhuntse,62571.54,62.57
11,Jomotsangkha,59316.13,59.32
12,Autsho,62232.03,62.23
13,Doksum,61270.46,61.27
14,Bhangtar,59924.05,59.92
15,Rangjung,61255.08,61.26
