"NEW PRICI NG DETA ILS
Region:Central RegionProduct:HSD (in KL)Approved Date:2022-02-01
#StationRSP/KLRSP/L
1Gelephu Town76171.7176.17
2Sarpang76528.0176.53
3Dagapela77913.0177.91
4Tsirang77439.777.44
5Zhemgang80558.6980.56
6Trongsa79539.6179.54
7Bumthang80003.280
8Dagana78417.678.42
9Lhamoizingkha76394.3176.39
10Dangdung79646.0979.65
11Panbang77724.2477.72
12Tingtibi77946.2277.95",,,
"#",Station,RSP/KL,RSP/L
1,Gelephu Town,76171.71,76.17
2,Sarpang,76528.01,76.53
3,Dagapela,77913.01,77.91
4,Tsirang,77439.7,77.44
5,Zhemgang,80558.69,80.56
6,Trongsa,79539.61,79.54
7,Bumthang,80003.2,80
8,Dagana,78417.6,78.42
9,Lhamoizingkha,76394.31,76.39
10,Dangdung,79646.09,79.65
11,Panbang,77724.24,77.72
12,Tingtibi,77946.22,77.95
