"NEW PRICI NG DETA ILS
Region:Eastern RegionProduct:HSD (in KL)Approved Date:2021-10-16
#StationRSP/KLRSP/L
1Samdrup Jongkhar76875.3876.88
2Wamrong78328.5778.33
3Trashigang78581.7478.58
4Trashiyangtse79503.0879.5
5Mongar79657.7679.66
6Gyelposing79627.3879.63
7Kanglung78779.7878.78
8Pemagatshel78195.1478.2
9Lhuntse80179.1480.18
10Jomotsangkha77710.0577.71
11Autsho79821.0379.82
12Doksum78865.9778.87
13Bhangtar77483.377.48
14Rangjung78867.3278.87",,,
"#",Station,RSP/KL,RSP/L
1,Samdrup Jongkhar,76875.38,76.88
2,Wamrong,78328.57,78.33
3,Trashigang,78581.74,78.58
4,Trashiyangtse,79503.08,79.5
5,Mongar,79657.76,79.66
6,Gyelposing,79627.38,79.63
7,Kanglung,78779.78,78.78
8,Pemagatshel,78195.14,78.2
9,Lhuntse,80179.14,80.18
10,Jomotsangkha,77710.05,77.71
11,Autsho,79821.03,79.82
12,Doksum,78865.97,78.87
13,Bhangtar,77483.3,77.48
14,Rangjung,78867.32,78.87
