"#",Station,RSP/KL,RSP/L
1,Phuentsholing,55328.8,55.33
2,Rinchending,55399.9,55.4
3,Pasakha,55462.9,55.46
4,Chimakothi,56841.79,56.84
5,Lungtenzampa,57141.28,57.14
6,Paro Town,57299.48,57.3
7,Haa,58062.63,58.06
8,Bajo Town,57510.73,57.51
9,Beychu,57734.23,57.73
10,Samtse Town,55228.71,55.23
11,Sipsoo,56488.23,56.49
12,Gomtu,55188.22,55.19
13,Gedu,56433.64,56.43
14,Lobesa,57405.95,57.41
15,Khuruthang,57486.41,57.49
16,Gasa,58841.25,58.84
