"NEW PRICI NG DETA ILS
Region:Western RegionProduct:MS (in KL)Approved Date:2020-06-16
#StationRSP/KLRSP/L
1Phuentsholing51236.2151.24
2Rinchending51307.3151.31
3Pasakha51370.3151.37
4Chimakothi52699.1252.7
5Lungtenzampa53001.9353
6Paro Town5315653.16
7Haa53900.6953.9
8Bajo Town53394.4853.39
9Beychu53617.9853.62
10Samtse Town51137.4351.14
11Sipsoo52390.0452.39
12Gomtu51096.2751.1
13Gedu52290.0652.29
14Lobesa53290.8753.29
15Khuruthang53371.3353.37
16Gasa54683.2954.68",,,
"#",Station,RSP/KL,RSP/L
1,Phuentsholing,51236.21,51.24
2,Rinchending,51307.31,51.31
3,Pasakha,51370.31,51.37
4,Chimakothi,52699.12,52.7
5,Lungtenzampa,53001.93,53
6,Paro Town,53156,53.16
7,Haa,53900.69,53.9
8,Bajo Town,53394.48,53.39
9,Beychu,53617.98,53.62
10,Samtse Town,51137.43,51.14
11,Sipsoo,52390.04,52.39
12,Gomtu,51096.27,51.1
13,Gedu,52290.06,52.29
14,Lobesa,53290.87,53.29
15,Khuruthang,53371.33,53.37
16,Gasa,54683.29,54.68
