"NEW PRICI NG DETA ILS
Region:Eastern RegionProduct:MS (in KL)Approved Date:2020-06-16
#StationRSP/KLRSP/L
1Samdrup Jongkhar Gate48569.6748.57
2Nganglam Potonala48614.748.61
3Wamrong49947.3649.95
4Trashigang50263.1250.26
5Trashiyangtse51126.1851.13
6Mongar51304.2551.3
7Gyelposing51320.6951.32
8Kanglung50408.7150.41
9Pemagatshel49832.8549.83
10Lhuntse51845.4551.85
11Jomotsangkha48569.6748.57
12Autsho51498.151.5
13Doksum50539.2850.54
14Bhangtar49129.0349.13
15Rangjung50530.9450.53",,,
"#",Station,RSP/KL,RSP/L
1,Samdrup Jongkhar Gate,48569.67,48.57
2,Nganglam Potonala,48614.7,48.61
3,Wamrong,49947.36,49.95
4,Trashigang,50263.12,50.26
5,Trashiyangtse,51126.18,51.13
6,Mongar,51304.25,51.3
7,Gyelposing,51320.69,51.32
8,Kanglung,50408.71,50.41
9,Pemagatshel,49832.85,49.83
10,Lhuntse,51845.45,51.85
11,Jomotsangkha,48569.67,48.57
12,Autsho,51498.1,51.5
13,Doksum,50539.28,50.54
14,Bhangtar,49129.03,49.13
15,Rangjung,50530.94,50.53
