"NEW PRICI NG DETA ILS
Region:Western RegionProduct:HSD (in KL)Approved Date:2020-01-15
#StationRSP/KLRSP/L
1Phuentsholing61921.3961.92
2Rinchending62001.8562
3Pasakha62055.4962.06
4Chimakothi63309.6763.31
5Chubachu63774.4863.77
6Paro Shaba63765.3563.77
7Haa64482.5364.48
8Wangdue Zero Point64044.4164.04
9Beychu64267.9164.27
10Samtse Checkpost62350.9162.35
11Sipsoo63066.8863.07
12Pagli62183.2462.18
13Gedu62899.2662.9
14Mitsina63955.0163.96
15Khuruthang64022.9964.02
16Gasa65271.0765.27",,,
"#",Station,RSP/KL,RSP/L
1,Phuentsholing,61921.39,61.92
2,Rinchending,62001.85,62
3,Pasakha,62055.49,62.06
4,Chimakothi,63309.67,63.31
5,Chubachu,63774.48,63.77
6,Paro Shaba,63765.35,63.77
7,Haa,64482.53,64.48
8,Wangdue Zero Point,64044.41,64.04
9,Beychu,64267.91,64.27
10,Samtse Checkpost,62350.91,62.35
11,Sipsoo,63066.88,63.07
12,Pagli,62183.24,62.18
13,Gedu,62899.26,62.9
14,Mitsina,63955.01,63.96
15,Khuruthang,64022.99,64.02
16,Gasa,65271.07,65.27
