"NEW PRICI NG DETA ILS
Region:Central RegionProduct:MS (in KL)Approved Date:2020-09-16
#StationRSP/KLRSP/L
1Gelephu Town52176.4452.18
2Sarpang52266.4652.27
3Dagapela53893.9553.89
4Tsirang53417.4853.42
5Zhemgang56532.8756.53
6Trongsa55515.3555.52
7Bumthang55962.3355.96
8Dagana54392.5654.39
9Lhamoizingkha56345.3256.35
10Dangdung55637.0155.64
11Panbang53728.9753.73
12Tingtibi53943.6653.94",,,
"#",Station,RSP/KL,RSP/L
1,Gelephu Town,52176.44,52.18
2,Sarpang,52266.46,52.27
3,Dagapela,53893.95,53.89
4,Tsirang,53417.48,53.42
5,Zhemgang,56532.87,56.53
6,Trongsa,55515.35,55.52
7,Bumthang,55962.33,55.96
8,Dagana,54392.56,54.39
9,Lhamoizingkha,56345.32,56.35
10,Dangdung,55637.01,55.64
11,Panbang,53728.97,53.73
12,Tingtibi,53943.66,53.94
