"NEW PRICI NG DETA ILS
Region:Western RegionProduct:HSD (in KL)Approved Date:2020-06-01
#StationRSP/KLRSP/L
1Phuentsholing46501.9446.5
2Rinchending46582.446.58
3Pasakha46636.0446.64
4Chimakothi47755.147.76
5Lungtenzampa48228.948.23
6Paro Town48208.6148.21
7Haa48875.9848.88
8Bajo Town48561.1548.56
9Beychu48784.6548.78
10Samtse Town46403.4146.4
11Sipsoo47632.3247.63
12Gomtu46362.3546.36
13Gedu47342.2447.34
14Lobesa48462.3948.46
15Khuruthang48542.8548.54
16Gasa49675.2749.68",,,
"#",Station,RSP/KL,RSP/L
1,Phuentsholing,46501.94,46.5
2,Rinchending,46582.4,46.58
3,Pasakha,46636.04,46.64
4,Chimakothi,47755.1,47.76
5,Lungtenzampa,48228.9,48.23
6,Paro Town,48208.61,48.21
7,Haa,48875.98,48.88
8,Bajo Town,48561.15,48.56
9,Beychu,48784.65,48.78
10,Samtse Town,46403.41,46.4
11,Sipsoo,47632.32,47.63
12,Gomtu,46362.35,46.36
13,Gedu,47342.24,47.34
14,Lobesa,48462.39,48.46
15,Khuruthang,48542.85,48.54
16,Gasa,49675.27,49.68
