"NEW PRICI NG DETA ILS
Region:Eastern RegionProduct:HSD (in KL)Approved Date:2020-01-15
#StationRSP/KLRSP/L
1Samdrup Jongkhar Gate57783.1657.78
2Nganglam Potonala58221.6958.22
3Wamrong59094.4959.09
4Trashigang59465.2659.47
5Trashiyangtse60277.0960.28
6Mongar60475.7460.48
7Gyelposing60533.3160.53
8Kanglung59564.7459.56
9Pemagatshel58996.6159
10Lhuntse61034.3561.03
11Jomotsangkha57783.1657.78
12Autsho60696.4660.7
13Doksum59734.3259.73
14Bhangtar58509.5458.51
15Rangjung59717.4859.72",,,
"#",Station,RSP/KL,RSP/L
1,Samdrup Jongkhar Gate,57783.16,57.78
2,Nganglam Potonala,58221.69,58.22
3,Wamrong,59094.49,59.09
4,Trashigang,59465.26,59.47
5,Trashiyangtse,60277.09,60.28
6,Mongar,60475.74,60.48
7,Gyelposing,60533.31,60.53
8,Kanglung,59564.74,59.56
9,Pemagatshel,58996.61,59
10,Lhuntse,61034.35,61.03
11,Jomotsangkha,57783.16,57.78
12,Autsho,60696.46,60.7
13,Doksum,59734.32,59.73
14,Bhangtar,58509.54,58.51
15,Rangjung,59717.48,59.72
