"NEW PRICI NG DETA ILS
Region:Eastern RegionProduct:HSD (in KL)Approved Date:2020-05-06
#StationRSP/KLRSP/L
1Samdrup Jongkhar32688.7432.69
2Nganglam32688.7432.69
3Wamrong33813.6133.81
4Trashigang34338.9534.34
5Trashiyangtse35006.8435.01
6Mongar35263.2835.26
7Gyelposing35436.4535.44
8Kanglung34308.8934.31
9Pemagatshel33762.4633.76
10Lhuntse35870.8435.87
11Jomotsangkha33629.3633.63
12Autsho35559.5235.56
13Doksum34588.0934.59
14Bhangtar33273.0233.27
15Rangjung34547.3334.55",,,
"#",Station,RSP/KL,RSP/L
1,Samdrup Jongkhar,32688.74,32.69
2,Nganglam,32688.74,32.69
3,Wamrong,33813.61,33.81
4,Trashigang,34338.95,34.34
5,Trashiyangtse,35006.84,35.01
6,Mongar,35263.28,35.26
7,Gyelposing,35436.45,35.44
8,Kanglung,34308.89,34.31
9,Pemagatshel,33762.46,33.76
10,Lhuntse,35870.84,35.87
11,Jomotsangkha,33629.36,33.63
12,Autsho,35559.52,35.56
13,Doksum,34588.09,34.59
14,Bhangtar,33273.02,33.27
15,Rangjung,34547.33,34.55
