"NEW PRICI NG DETA ILS
Region:Central RegionProduct:MS (in KL)Approved Date:2020-01-15
#StationRSP/KLRSP/L
1Gelephu Forest Checkpost58053.7158.05
2Sarpang58414.7958.41
3Dagapela59815.459.82
4Tsirang59344.859.34
5Zhemgang60053.0660.05
6Trongsa61017.3261.02
7Bumthang61924.2761.92
8Dagana60325.160.33
9Lhamoizingkha64056.1964.06
10Dangdung61539.9261.54
11Panbang59606.2459.61
12Tingtibi59257.7759.26",,,
"#",Station,RSP/KL,RSP/L
1,Gelephu Forest Checkpost,58053.71,58.05
2,Sarpang,58414.79,58.41
3,Dagapela,59815.4,59.82
4,Tsirang,59344.8,59.34
5,Zhemgang,60053.06,60.05
6,Trongsa,61017.32,61.02
7,Bumthang,61924.27,61.92
8,Dagana,60325.1,60.33
9,Lhamoizingkha,64056.19,64.06
10,Dangdung,61539.92,61.54
11,Panbang,59606.24,59.61
12,Tingtibi,59257.77,59.26
