"NEW PRICI NG DETA ILS
Region:Central RegionProduct:MS (in KL)Approved Date:2020-06-01
#StationRSP/KLRSP/L
1Gelephu Forest Checkpost44828.744.83
2Sarpang45166.4745.17
3Dagapela46490.9746.49
4Tsirang46007.1646.01
5Zhemgang46700.4346.7
6Trongsa47671.2147.67
7Bumthang48508.7348.51
8Dagana46975.7346.98
9Lhamoizingkha45835.3745.84
10Dangdung48257.2148.26
11Panbang46381.2346.38
12Tingtibi46002.2946",,,
"#",Station,RSP/KL,RSP/L
1,Gelephu Forest Checkpost,44828.7,44.83
2,Sarpang,45166.47,45.17
3,Dagapela,46490.97,46.49
4,Tsirang,46007.16,46.01
5,Zhemgang,46700.43,46.7
6,Trongsa,47671.21,47.67
7,Bumthang,48508.73,48.51
8,Dagana,46975.73,46.98
9,Lhamoizingkha,45835.37,45.84
10,Dangdung,48257.21,48.26
11,Panbang,46381.23,46.38
12,Tingtibi,46002.29,46
