"NEW PRICI NG DETA ILS
Region:Eastern RegionProduct:MS (in KL)Approved Date:2020-09-01
#StationRSP/KLRSP/L
1Samdrup Jongkhar53968.2953.97
2Nganglam53968.2953.97
3Wamrong5540255.4
4Trashigang55671.3255.67
5Trashiyangtse56577.6256.58
6Mongar56738.3356.74
7Gyelposing56720.0456.72
8Kanglung55855.8355.86
9Pemagatshel55273.4555.27
10Lhuntse57264.8357.26
11Jomotsangkha52625.4952.63
12Autsho56909.556.91
13Doksum55953.4655.95
14Bhangtar54576.2154.58
15Rangjung55952.3255.95",,,
"#",Station,RSP/KL,RSP/L
1,Samdrup Jongkhar,53968.29,53.97
2,Nganglam,53968.29,53.97
3,Wamrong,55402,55.4
4,Trashigang,55671.32,55.67
5,Trashiyangtse,56577.62,56.58
6,Mongar,56738.33,56.74
7,Gyelposing,56720.04,56.72
8,Kanglung,55855.83,55.86
9,Pemagatshel,55273.45,55.27
10,Lhuntse,57264.83,57.26
11,Jomotsangkha,52625.49,52.63
12,Autsho,56909.5,56.91
13,Doksum,55953.46,55.95
14,Bhangtar,54576.21,54.58
15,Rangjung,55952.32,55.95
