"NEW PRICI NG DETA ILS
Region:Western RegionProduct:MS (in KL)Approved Date:2021-03-16
#StationRSP/KLRSP/L
1Phuentsholing66893.9966.89
2Rinchending66965.0966.97
3Pasakha67028.0967.03
4Chimakothi68548.5168.55
5Lungtenzampa68838.5968.84
6Paro Town69008.4969.01
7Haa69823.869.82
8Bajo Town69142.7669.14
9Beychu69366.2669.37
10Samtse Town66454.2666.45
11Sipsoo68069.2468.07
12Gomtu66511.6266.51
13Gedu68142.9368.14
14Lobesa69034.7169.03
15Khuruthang69115.1769.12
16Gasa70591.1670.59",,,
"#",Station,RSP/KL,RSP/L
1,Phuentsholing,66893.99,66.89
2,Rinchending,66965.09,66.97
3,Pasakha,67028.09,67.03
4,Chimakothi,68548.51,68.55
5,Lungtenzampa,68838.59,68.84
6,Paro Town,69008.49,69.01
7,Haa,69823.8,69.82
8,Bajo Town,69142.76,69.14
9,Beychu,69366.26,69.37
10,Samtse Town,66454.26,66.45
11,Sipsoo,68069.24,68.07
12,Gomtu,66511.62,66.51
13,Gedu,68142.93,68.14
14,Lobesa,69034.71,69.03
15,Khuruthang,69115.17,69.12
16,Gasa,70591.16,70.59
