"NEW PRICI NG DETA ILS
Region:Western RegionProduct:MS (in KL)Approved Date:2020-03-16
#StationRSP/KLRSP/L
1Phuentsholing56804.2656.8
2Rinchending56875.3656.88
3Pasakha56938.3656.94
4Chimakothi58335.3158.34
5Lungtenzampa58633.5958.63
6Paro Town58793.2958.79
7Haa59563.0959.56
8Bajo Town58994.7158.99
9Beychu59218.2159.22
10Samtse Town56911.3956.91
11Sipsoo57965.7157.97
12Gomtu56864.6756.86
13Gedu57927.4957.93
14Lobesa58889.5258.89
15Khuruthang58969.9858.97
16Gasa60340.2760.34",,,
"#",Station,RSP/KL,RSP/L
1,Phuentsholing,56804.26,56.8
2,Rinchending,56875.36,56.88
3,Pasakha,56938.36,56.94
4,Chimakothi,58335.31,58.34
5,Lungtenzampa,58633.59,58.63
6,Paro Town,58793.29,58.79
7,Haa,59563.09,59.56
8,Bajo Town,58994.71,58.99
9,Beychu,59218.21,59.22
10,Samtse Town,56911.39,56.91
11,Sipsoo,57965.71,57.97
12,Gomtu,56864.67,56.86
13,Gedu,57927.49,57.93
14,Lobesa,58889.52,58.89
15,Khuruthang,58969.98,58.97
16,Gasa,60340.27,60.34
