"NEW PRICI NG DETA ILS
Region:Western RegionProduct:MS (in KL)Approved Date:2020-06-01
#StationRSP/KLRSP/L
1Ramtokto49770.1949.77",,,
"#",Station,RSP/KL,RSP/L
1,Ramtokto,49770.19,49.77
