"NEW PRICI NG DETA ILS
Region:Central RegionProduct:HSD (in KL)Approved Date:2021-01-16
#StationRSP/KLRSP/L
1Gelephu Town55553.5855.55
2Sarpang55623.1655.62
3Dagapela57183.957.18
4Tsirang56695.8556.7
5Zhemgang59798.0959.8
6Trongsa58786.2958.79
7Bumthang59172.3859.17
8Dagana57660.6457.66
9Lhamoizingkha58874.3658.87
10Dangdung58963.5558.96
11Panbang57106.1157.11
12Tingtibi57294.0757.29",,,
"#",Station,RSP/KL,RSP/L
1,Gelephu Town,55553.58,55.55
2,Sarpang,55623.16,55.62
3,Dagapela,57183.9,57.18
4,Tsirang,56695.85,56.7
5,Zhemgang,59798.09,59.8
6,Trongsa,58786.29,58.79
7,Bumthang,59172.38,59.17
8,Dagana,57660.64,57.66
9,Lhamoizingkha,58874.36,58.87
10,Dangdung,58963.55,58.96
11,Panbang,57106.11,57.11
12,Tingtibi,57294.07,57.29
