"NEW PRICI NG DETA ILS
Region:Eastern RegionProduct:HSD (in KL)Approved Date:2020-10-01
#StationRSP/KLRSP/L
1Samdrup Jongkhar48489.8748.49
2Nganglam48489.8748.49
3Wamrong49732.1549.73
4Trashigang50160.1650.16
5Trashiyangtse50918.6850.92
6Mongar51138.7351.14
7Gyelposing51239.1251.24
8Kanglung50211.6750.21
9Pemagatshel49651.5749.65
10Lhuntse51715.4851.72
11Jomotsangkha47150.3547.15
12Autsho51387.4351.39
13Doksum50421.8450.42
14Bhangtar49097.7949.1
15Rangjung50396.1450.4",,,
"#",Station,RSP/KL,RSP/L
1,Samdrup Jongkhar,48489.87,48.49
2,Nganglam,48489.87,48.49
3,Wamrong,49732.15,49.73
4,Trashigang,50160.16,50.16
5,Trashiyangtse,50918.68,50.92
6,Mongar,51138.73,51.14
7,Gyelposing,51239.12,51.24
8,Kanglung,50211.67,50.21
9,Pemagatshel,49651.57,49.65
10,Lhuntse,51715.48,51.72
11,Jomotsangkha,47150.35,47.15
12,Autsho,51387.43,51.39
13,Doksum,50421.84,50.42
14,Bhangtar,49097.79,49.1
15,Rangjung,50396.14,50.4
