"NEW PRICI NG DETA ILS
Region:Western RegionProduct:MS (in KL)Approved Date:2021-02-16
#StationRSP/KLRSP/L
1Phuentsholing62420.8462.42
2Rinchending62491.9462.49
3Pasakha62554.9462.55
4Chimakothi64020.6264.02
5Lungtenzampa64314.3464.31
6Paro Town64479.7164.48
7Haa65274.8565.27
8Bajo Town64643.7664.64
9Beychu64867.2664.87
10Samtse Town61981.1261.98
11Sipsoo63589.9763.59
12Gomtu62038.4762.04
13Gedu63614.0563.61
14Lobesa64536.9764.54
15Khuruthang64617.4364.62
16Gasa66046.5666.05",,,
"#",Station,RSP/KL,RSP/L
1,Phuentsholing,62420.84,62.42
2,Rinchending,62491.94,62.49
3,Pasakha,62554.94,62.55
4,Chimakothi,64020.62,64.02
5,Lungtenzampa,64314.34,64.31
6,Paro Town,64479.71,64.48
7,Haa,65274.85,65.27
8,Bajo Town,64643.76,64.64
9,Beychu,64867.26,64.87
10,Samtse Town,61981.12,61.98
11,Sipsoo,63589.97,63.59
12,Gomtu,62038.47,62.04
13,Gedu,63614.05,63.61
14,Lobesa,64536.97,64.54
15,Khuruthang,64617.43,64.62
16,Gasa,66046.56,66.05
