"NEW PRICI NG DETA ILS
Region:Western RegionProduct:MS (in KL)Approved Date:2020-03-01
#StationRSP/KLRSP/L
1Ramtokto62492.2762.49",,,
"#",Station,RSP/KL,RSP/L
1,Ramtokto,62492.27,62.49
