"NEW PRICI NG DETA ILS
Region:Western RegionProduct:HSD (in KL)Approved Date:2020-05-06
#StationRSP/KLRSP/L
1Ramtokto37831.0637.83",,,
"#",Station,RSP/KL,RSP/L
1,Ramtokto,37831.06,37.83
