"NEW PRICI NG DETA ILS
Region:Eastern RegionProduct:MS (in KL)Approved Date:2020-12-16
#StationRSP/KLRSP/L
1Samdrup Jongkhar55332.3555.33
2Nganglam55332.3555.33
3Wamrong56780.2156.78
4Trashigang57037.857.04
5Trashiyangtse57955.0357.96
6Mongar58111.3558.11
7Gyelposing58084.2858.08
8Kanglung57232.1457.23
9Pemagatshel56648.1256.65
10Lhuntse58634.1358.63
11Jomotsangkha54040.1354.04
12Autsho58276.7958.28
13Doksum57321.4657.32
14Bhangtar55940.2755.94
15Rangjung57322.1357.32",,,
"#",Station,RSP/KL,RSP/L
1,Samdrup Jongkhar,55332.35,55.33
2,Nganglam,55332.35,55.33
3,Wamrong,56780.21,56.78
4,Trashigang,57037.8,57.04
5,Trashiyangtse,57955.03,57.96
6,Mongar,58111.35,58.11
7,Gyelposing,58084.28,58.08
8,Kanglung,57232.14,57.23
9,Pemagatshel,56648.12,56.65
10,Lhuntse,58634.13,58.63
11,Jomotsangkha,54040.13,54.04
12,Autsho,58276.79,58.28
13,Doksum,57321.46,57.32
14,Bhangtar,55940.27,55.94
15,Rangjung,57322.13,57.32
