"NEW PRICI NG DETA ILSRegion:Central RegionProduct:MS (in KL)Approved Date:2020-03-01#StationRSP/KLRSP/L1Gelephu Forest Checkpost57078.7457.082Sarpang57438.157.443Dagapela58833.158.834Tsirang58361.5358.365Zhemgang59068.6859.076Trongsa60033.4260.037Bumthang60935.2660.948Dagana59340.9659.349Lhamoizingkha58086.9258.0910Dangdung60560.760.5611Panbang58631.2758.6312Tingtibi58280.5658.28",,,
"#",Station,RSP/KL,RSP/L
1,Gelephu Forest Checkpost,57078.74,57.08
2,Sarpang,57438.1,57.44
3,Dagapela,58833.1,58.83
4,Tsirang,58361.53,58.36
5,Zhemgang,59068.68,59.07
6,Trongsa,60033.42,60.03
7,Bumthang,60935.26,60.94
8,Dagana,59340.96,59.34
9,Lhamoizingkha,58086.92,58.09
10,Dangdung,60560.7,60.56
11,Panbang,58631.27,58.63
12,Tingtibi,58280.56,58.28
"NEW PRICI NG DETA ILSRegion:Central RegionProduct:MS (in KL)Approved Date:2020-03-01#StationRSP/KLRSP/L1Gelephu Forest Checkpost57078.7457.082Sarpang57438.157.443Dagapela58833.158.834Tsirang58361.5358.365Zhemgang59068.6859.076Trongsa60033.4260.037Bumthang60935.2660.948Dagana59340.9659.349Lhamoizingkha58086.9258.0910Dangdung60560.760.5611Panbang58631.2758.6312Tingtibi58280.5658.28",,,
"#",Station,RSP/KL,RSP/L
1,Gelephu Forest Checkpost,57078.74,57.08
2,Sarpang,57438.1,57.44
3,Dagapela,58833.1,58.83
4,Tsirang,58361.53,58.36
5,Zhemgang,59068.68,59.07
6,Trongsa,60033.42,60.03
7,Bumthang,60935.26,60.94
8,Dagana,59340.96,59.34
9,Lhamoizingkha,58086.92,58.09
10,Dangdung,60560.7,60.56
11,Panbang,58631.27,58.63
12,Tingtibi,58280.56,58.28
