"NEW PRICI NG DETA ILSRegion:Central RegionProduct:HSD (in KL)Approved Date:2020-06-01#StationRSP/KLRSP/L1Gelephu Forest Checkpost44398.9644.42Sarpang44715.1744.723Dagapela45969.2345.974Tsirang45473.2145.475Zhemgang46152.646.156Trongsa47129.4147.137Bumthang47902.6947.98Dagana46430.9246.439Lhamoizingkha45404.1245.410Dangdung47774.0847.7711Panbang45951.4945.9512Tingtibi45544.3445.54",,,
"#",Station,RSP/KL,RSP/L
1,Gelephu Forest Checkpost,44398.96,44.4
2,Sarpang,44715.17,44.72
3,Dagapela,45969.23,45.97
4,Tsirang,45473.21,45.47
5,Zhemgang,46152.6,46.15
6,Trongsa,47129.41,47.13
7,Bumthang,47902.69,47.9
8,Dagana,46430.92,46.43
9,Lhamoizingkha,45404.12,45.4
10,Dangdung,47774.08,47.77
11,Panbang,45951.49,45.95
12,Tingtibi,45544.34,45.54
"NEW PRICI NG DETA ILSRegion:Central RegionProduct:HSD (in KL)Approved Date:2020-06-01#StationRSP/KLRSP/L1Gelephu Forest Checkpost44398.9644.42Sarpang44715.1744.723Dagapela45969.2345.974Tsirang45473.2145.475Zhemgang46152.646.156Trongsa47129.4147.137Bumthang47902.6947.98Dagana46430.9246.439Lhamoizingkha45404.1245.410Dangdung47774.0847.7711Panbang45951.4945.9512Tingtibi45544.3445.54",,,
"#",Station,RSP/KL,RSP/L
1,Gelephu Forest Checkpost,44398.96,44.4
2,Sarpang,44715.17,44.72
3,Dagapela,45969.23,45.97
4,Tsirang,45473.21,45.47
5,Zhemgang,46152.6,46.15
6,Trongsa,47129.41,47.13
7,Bumthang,47902.69,47.9
8,Dagana,46430.92,46.43
9,Lhamoizingkha,45404.12,45.4
10,Dangdung,47774.08,47.77
11,Panbang,45951.49,45.95
12,Tingtibi,45544.34,45.54
