"NEW PRICI NG DETA ILSRegion:Western RegionProduct:MS (in KL)Approved Date:2020-01-15#StationRSP/KLRSP/L1Phuentsholing63047.2863.052Rinchending63127.7463.133Pasakha63181.3863.184Chimakothi64654.7364.655Chubachu65104.9865.16Paro Shaba65113.9465.117Haa65911.965.918Wangdue Zero Point65273.8265.279Beychu65497.3265.510Samtse Checkpost63504.7963.511Sipsoo64217.2764.2212Pagli63336.6263.3413Gedu64248.2964.2514Mitsina65184.4265.1815Khuruthang65247.3265.2516Gasa66683.0166.68",,,
"#",Station,RSP/KL,RSP/L
1,Phuentsholing,63047.28,63.05
2,Rinchending,63127.74,63.13
3,Pasakha,63181.38,63.18
4,Chimakothi,64654.73,64.65
5,Chubachu,65104.98,65.1
6,Paro Shaba,65113.94,65.11
7,Haa,65911.9,65.91
8,Wangdue Zero Point,65273.82,65.27
9,Beychu,65497.32,65.5
10,Samtse Checkpost,63504.79,63.5
11,Sipsoo,64217.27,64.22
12,Pagli,63336.62,63.34
13,Gedu,64248.29,64.25
14,Mitsina,65184.42,65.18
15,Khuruthang,65247.32,65.25
16,Gasa,66683.01,66.68
"NEW PRICI NG DETA ILSRegion:Western RegionProduct:MS (in KL)Approved Date:2020-01-15#StationRSP/KLRSP/L1Phuentsholing63047.2863.052Rinchending63127.7463.133Pasakha63181.3863.184Chimakothi64654.7364.655Chubachu65104.9865.16Paro Shaba65113.9465.117Haa65911.965.918Wangdue Zero Point65273.8265.279Beychu65497.3265.510Samtse Checkpost63504.7963.511Sipsoo64217.2764.2212Pagli63336.6263.3413Gedu64248.2964.2514Mitsina65184.4265.1815Khuruthang65247.3265.2516Gasa66683.0166.68",,,
"#",Station,RSP/KL,RSP/L
1,Phuentsholing,63047.28,63.05
2,Rinchending,63127.74,63.13
3,Pasakha,63181.38,63.18
4,Chimakothi,64654.73,64.65
5,Chubachu,65104.98,65.1
6,Paro Shaba,65113.94,65.11
7,Haa,65911.9,65.91
8,Wangdue Zero Point,65273.82,65.27
9,Beychu,65497.32,65.5
10,Samtse Checkpost,63504.79,63.5
11,Sipsoo,64217.27,64.22
12,Pagli,63336.62,63.34
13,Gedu,64248.29,64.25
14,Mitsina,65184.42,65.18
15,Khuruthang,65247.32,65.25
16,Gasa,66683.01,66.68
