"NEW PRICI NG DETA ILSRegion:Central RegionProduct:MS (in KL)Approved Date:2020-05-01#StationRSP/KLRSP/L1Gelephu Town39012.4239.012Sarpang39079.2439.083Dagapela40630.9640.634Tsirang40141.3540.145Zhemgang43241.8243.246Trongsa42230.7942.237Bumthang42608.6642.618Dagana41104.7641.19Lhamoizingkha45141.9245.1410Dangdung42415.5642.4211Panbang40564.9540.5612Tingtibi40749.340.75",,,
"#",Station,RSP/KL,RSP/L
1,Gelephu Town,39012.42,39.01
2,Sarpang,39079.24,39.08
3,Dagapela,40630.96,40.63
4,Tsirang,40141.35,40.14
5,Zhemgang,43241.82,43.24
6,Trongsa,42230.79,42.23
7,Bumthang,42608.66,42.61
8,Dagana,41104.76,41.1
9,Lhamoizingkha,45141.92,45.14
10,Dangdung,42415.56,42.42
11,Panbang,40564.95,40.56
12,Tingtibi,40749.3,40.75
"NEW PRICI NG DETA ILSRegion:Central RegionProduct:MS (in KL)Approved Date:2020-05-01#StationRSP/KLRSP/L1Gelephu Town39012.4239.012Sarpang39079.2439.083Dagapela40630.9640.634Tsirang40141.3540.145Zhemgang43241.8243.246Trongsa42230.7942.237Bumthang42608.6642.618Dagana41104.7641.19Lhamoizingkha45141.9245.1410Dangdung42415.5642.4211Panbang40564.9540.5612Tingtibi40749.340.75",,,
"#",Station,RSP/KL,RSP/L
1,Gelephu Town,39012.42,39.01
2,Sarpang,39079.24,39.08
3,Dagapela,40630.96,40.63
4,Tsirang,40141.35,40.14
5,Zhemgang,43241.82,43.24
6,Trongsa,42230.79,42.23
7,Bumthang,42608.66,42.61
8,Dagana,41104.76,41.1
9,Lhamoizingkha,45141.92,45.14
10,Dangdung,42415.56,42.42
11,Panbang,40564.95,40.56
12,Tingtibi,40749.3,40.75
