"NEW PRICI NG DETA ILSRegion:Eastern RegionProduct:HSD (in KL)Approved Date:2021-01-16#StationRSP/KLRSP/L1Samdrup Jongkhar56143.6956.142Nganglam56143.6956.143Wamrong57442.8457.444Trashigang57823.7157.825Trashiyangtse58626.1358.636Mongar58828.5558.837Gyelposing58893.6858.898Kanglung57914.7357.919Pemagatshel57348.0157.3510Lhuntse59390.3759.3911Jomotsangkha54854.6354.8512Autsho59054.2159.0513Doksum58091.4758.0914Bhangtar56751.6156.7515Rangjung58073.0658.07",,,
"#",Station,RSP/KL,RSP/L
1,Samdrup Jongkhar,56143.69,56.14
2,Nganglam,56143.69,56.14
3,Wamrong,57442.84,57.44
4,Trashigang,57823.71,57.82
5,Trashiyangtse,58626.13,58.63
6,Mongar,58828.55,58.83
7,Gyelposing,58893.68,58.89
8,Kanglung,57914.73,57.91
9,Pemagatshel,57348.01,57.35
10,Lhuntse,59390.37,59.39
11,Jomotsangkha,54854.63,54.85
12,Autsho,59054.21,59.05
13,Doksum,58091.47,58.09
14,Bhangtar,56751.61,56.75
15,Rangjung,58073.06,58.07
"NEW PRICI NG DETA ILSRegion:Eastern RegionProduct:HSD (in KL)Approved Date:2021-01-16#StationRSP/KLRSP/L1Samdrup Jongkhar56143.6956.142Nganglam56143.6956.143Wamrong57442.8457.444Trashigang57823.7157.825Trashiyangtse58626.1358.636Mongar58828.5558.837Gyelposing58893.6858.898Kanglung57914.7357.919Pemagatshel57348.0157.3510Lhuntse59390.3759.3911Jomotsangkha54854.6354.8512Autsho59054.2159.0513Doksum58091.4758.0914Bhangtar56751.6156.7515Rangjung58073.0658.07",,,
"#",Station,RSP/KL,RSP/L
1,Samdrup Jongkhar,56143.69,56.14
2,Nganglam,56143.69,56.14
3,Wamrong,57442.84,57.44
4,Trashigang,57823.71,57.82
5,Trashiyangtse,58626.13,58.63
6,Mongar,58828.55,58.83
7,Gyelposing,58893.68,58.89
8,Kanglung,57914.73,57.91
9,Pemagatshel,57348.01,57.35
10,Lhuntse,59390.37,59.39
11,Jomotsangkha,54854.63,54.85
12,Autsho,59054.21,59.05
13,Doksum,58091.47,58.09
14,Bhangtar,56751.61,56.75
15,Rangjung,58073.06,58.07
