"NEW PRICI NG DETA ILSRegion:Western RegionProduct:HSD (in KL)Approved Date:2020-06-16#StationRSP/KLRSP/L1Phuentsholing50553.0550.552Rinchending50633.5150.633Pasakha50687.1550.694Chimakothi51841.7151.845Lungtenzampa52313.1552.316Paro Town52295.7952.37Haa52976.2552.988Bajo Town52629.0252.639Beychu52852.5252.8510Samtse Town50454.550.4511Sipsoo51687.451.6912Gomtu50413.4450.4113Gedu51429.4951.4314Lobesa52529.4552.5315Khuruthang52609.9152.6116Gasa53772.7153.77",,,
"#",Station,RSP/KL,RSP/L
1,Phuentsholing,50553.05,50.55
2,Rinchending,50633.51,50.63
3,Pasakha,50687.15,50.69
4,Chimakothi,51841.71,51.84
5,Lungtenzampa,52313.15,52.31
6,Paro Town,52295.79,52.3
7,Haa,52976.25,52.98
8,Bajo Town,52629.02,52.63
9,Beychu,52852.52,52.85
10,Samtse Town,50454.5,50.45
11,Sipsoo,51687.4,51.69
12,Gomtu,50413.44,50.41
13,Gedu,51429.49,51.43
14,Lobesa,52529.45,52.53
15,Khuruthang,52609.91,52.61
16,Gasa,53772.71,53.77
"NEW PRICI NG DETA ILSRegion:Western RegionProduct:HSD (in KL)Approved Date:2020-06-16#StationRSP/KLRSP/L1Phuentsholing50553.0550.552Rinchending50633.5150.633Pasakha50687.1550.694Chimakothi51841.7151.845Lungtenzampa52313.1552.316Paro Town52295.7952.37Haa52976.2552.988Bajo Town52629.0252.639Beychu52852.5252.8510Samtse Town50454.550.4511Sipsoo51687.451.6912Gomtu50413.4450.4113Gedu51429.4951.4314Lobesa52529.4552.5315Khuruthang52609.9152.6116Gasa53772.7153.77",,,
"#",Station,RSP/KL,RSP/L
1,Phuentsholing,50553.05,50.55
2,Rinchending,50633.51,50.63
3,Pasakha,50687.15,50.69
4,Chimakothi,51841.71,51.84
5,Lungtenzampa,52313.15,52.31
6,Paro Town,52295.79,52.3
7,Haa,52976.25,52.98
8,Bajo Town,52629.02,52.63
9,Beychu,52852.52,52.85
10,Samtse Town,50454.5,50.45
11,Sipsoo,51687.4,51.69
12,Gomtu,50413.44,50.41
13,Gedu,51429.49,51.43
14,Lobesa,52529.45,52.53
15,Khuruthang,52609.91,52.61
16,Gasa,53772.71,53.77
