"NEW PRICI NG DETA ILSRegion:Eastern RegionProduct:HSD (in KL)Approved Date:2021-02-16#StationRSP/KLRSP/L1Samdrup Jongkhar59314.8259.312Nganglam59314.8259.313Wamrong60637.5360.644Trashigang60998.87615Trashiyangtse61819.4861.826Mongar62014.662.017Gyelposing62065.1262.078Kanglung61106.2661.119Pemagatshel60536.860.5410Lhuntse62570.2362.5711Jomotsangkha58025.7458.0312Autsho62230.7262.2313Doksum61269.1561.2714Bhangtar59922.7459.9215Rangjung61253.7661.25",,,
"#",Station,RSP/KL,RSP/L
1,Samdrup Jongkhar,59314.82,59.31
2,Nganglam,59314.82,59.31
3,Wamrong,60637.53,60.64
4,Trashigang,60998.87,61
5,Trashiyangtse,61819.48,61.82
6,Mongar,62014.6,62.01
7,Gyelposing,62065.12,62.07
8,Kanglung,61106.26,61.11
9,Pemagatshel,60536.8,60.54
10,Lhuntse,62570.23,62.57
11,Jomotsangkha,58025.74,58.03
12,Autsho,62230.72,62.23
13,Doksum,61269.15,61.27
14,Bhangtar,59922.74,59.92
15,Rangjung,61253.76,61.25
"NEW PRICI NG DETA ILSRegion:Eastern RegionProduct:HSD (in KL)Approved Date:2021-02-16#StationRSP/KLRSP/L1Samdrup Jongkhar59314.8259.312Nganglam59314.8259.313Wamrong60637.5360.644Trashigang60998.87615Trashiyangtse61819.4861.826Mongar62014.662.017Gyelposing62065.1262.078Kanglung61106.2661.119Pemagatshel60536.860.5410Lhuntse62570.2362.5711Jomotsangkha58025.7458.0312Autsho62230.7262.2313Doksum61269.1561.2714Bhangtar59922.7459.9215Rangjung61253.7661.25",,,
"#",Station,RSP/KL,RSP/L
1,Samdrup Jongkhar,59314.82,59.31
2,Nganglam,59314.82,59.31
3,Wamrong,60637.53,60.64
4,Trashigang,60998.87,61
5,Trashiyangtse,61819.48,61.82
6,Mongar,62014.6,62.01
7,Gyelposing,62065.12,62.07
8,Kanglung,61106.26,61.11
9,Pemagatshel,60536.8,60.54
10,Lhuntse,62570.23,62.57
11,Jomotsangkha,58025.74,58.03
12,Autsho,62230.72,62.23
13,Doksum,61269.15,61.27
14,Bhangtar,59922.74,59.92
15,Rangjung,61253.76,61.25
