"NEW PRICI NG DETA ILSRegion:Central RegionProduct:MS (in KL)Approved Date:2020-07-16#StationRSP/KLRSP/L1Gelephu Town51722.0851.722Sarpang51811.351.813Dagapela53436.1753.444Tsirang52959.2552.965Zhemgang56074.1356.076Trongsa55056.8355.067Bumthang55501.4255.58Dagana53933.9353.939Lhamoizingkha55890.9155.8910Dangdung55180.6755.1811Panbang53274.6153.2712Tingtibi53488.2553.49",,,
"#",Station,RSP/KL,RSP/L
1,Gelephu Town,51722.08,51.72
2,Sarpang,51811.3,51.81
3,Dagapela,53436.17,53.44
4,Tsirang,52959.25,52.96
5,Zhemgang,56074.13,56.07
6,Trongsa,55056.83,55.06
7,Bumthang,55501.42,55.5
8,Dagana,53933.93,53.93
9,Lhamoizingkha,55890.91,55.89
10,Dangdung,55180.67,55.18
11,Panbang,53274.61,53.27
12,Tingtibi,53488.25,53.49
"NEW PRICI NG DETA ILSRegion:Central RegionProduct:MS (in KL)Approved Date:2020-07-16#StationRSP/KLRSP/L1Gelephu Town51722.0851.722Sarpang51811.351.813Dagapela53436.1753.444Tsirang52959.2552.965Zhemgang56074.1356.076Trongsa55056.8355.067Bumthang55501.4255.58Dagana53933.9353.939Lhamoizingkha55890.9155.8910Dangdung55180.6755.1811Panbang53274.6153.2712Tingtibi53488.2553.49",,,
"#",Station,RSP/KL,RSP/L
1,Gelephu Town,51722.08,51.72
2,Sarpang,51811.3,51.81
3,Dagapela,53436.17,53.44
4,Tsirang,52959.25,52.96
5,Zhemgang,56074.13,56.07
6,Trongsa,55056.83,55.06
7,Bumthang,55501.42,55.5
8,Dagana,53933.93,53.93
9,Lhamoizingkha,55890.91,55.89
10,Dangdung,55180.67,55.18
11,Panbang,53274.61,53.27
12,Tingtibi,53488.25,53.49
